Country,State,Year,Gender,Cause Of Suicide,Number Of Suicides,Percentage Share,Category,Reported_Status
India,Gujarat,2006,Female,Professional/Career Problem,8.0,1.4,Various,Reported
India,Gujarat,2006,Female,Property Dispute,14.0,1.2,Various,Reported
India,Gujarat,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),20.0,0.9,Various,Reported
India,Gujarat,2006,Female,Unemployment,17.0,5.0,Various,Reported
India,Gujarat,2006,Male,Bankruptcy or Indebtedness,108.0,2.6,Various,Reported
India,Gujarat,2006,Male,Causes Not Known,721.0,22.2,Various,Reported
India,Gujarat,2006,Male,Death of Dear Person,38.0,1.6,Various,Reported
India,Gujarat,2006,Male,Drug Abuse/Alcoholic Addiction,16.0,0.4,Various,Reported
India,Gujarat,2006,Male,Failure in Examination,45.0,1.5,Various,Reported
India,Gujarat,2006,Male,Fall in Social Reputation,62.0,1.8,Various,Reported
India,Gujarat,2006,Male,Family Problems,487.0,18.3,Various,Reported
India,Gujarat,2006,Male,Ideological Causes/Hero Worshipping,6.0,0.1,Various,Reported
India,Gujarat,2006,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.0,Various,Reported
India,Gujarat,2006,Male,Illness (AIDS/STD),7.0,0.2,Illness,Reported
India,Gujarat,2006,Male,Illness (Cancer),24.0,0.8,Illness,Reported
India,Gujarat,2006,Male,Illness (Insanity/Mental illness),292.0,10.2,Illness,Reported
India,Gujarat,2006,Male,Illness (Other Prolonged Illness),344.0,12.2,Illness,Reported
India,Gujarat,2006,Male,Illness (Paralysis),14.0,0.4,Illness,Reported
India,Gujarat,2006,Male,Impotency/Infertility,9.0,1.1,Various,Reported
India,Gujarat,2006,Male,Love Affairs,90.0,3.5,Various,Reported
India,Gujarat,2006,Male,Marriage Related Issues (Divorce),18.0,0.7,Marriage,Reported
India,Gujarat,2006,Male,Marriage Related Issues (Dowry Related Issues),19.0,1.2,Marriage,Reported
India,Gujarat,2006,Male,Marriage Related Issues (Non-Settlement of Marriage),42.0,1.7,Marriage,Reported
India,Gujarat,2006,Male,Other Causes,263.0,8.8,Various,Reported
India,Gujarat,2006,Male,"Physical Abuse (Rape, etc.)",13.0,0.7,Various,Reported
India,Gujarat,2006,Male,Poverty,63.0,1.6,Various,Reported
India,Gujarat,2006,Male,Professional/Career Problem,63.0,1.4,Various,Reported
India,Gujarat,2006,Male,Property Dispute,44.0,1.2,Various,Reported
India,Gujarat,2006,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),24.0,0.9,Various,Reported
India,Gujarat,2006,Male,Unemployment,236.0,5.0,Various,Reported
India,Haryana,2006,Female,Bankruptcy or Indebtedness,1.0,0.3,Various,Reported
India,Haryana,2006,Female,Causes Not Known,89.0,19.6,Various,Reported
India,Haryana,2006,Female,Death of Dear Person,7.0,0.5,Various,Reported
India,Haryana,2006,Female,Drug Abuse/Alcoholic Addiction,0.0,1.8,Various,Reported
India,Haryana,2006,Female,Failure in Examination,16.0,2.0,Various,Reported
India,Haryana,2006,Female,Fall in Social Reputation,0.0,0.2,Various,Reported
India,Haryana,2006,Female,Family Problems,144.0,18.9,Various,Reported
India,Haryana,2006,Female,Ideological Causes/Hero Worshipping,1.0,0.1,Various,Reported
India,Haryana,2006,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.0,Various,Reported
India,Haryana,2006,Female,Illness (AIDS/STD),4.0,0.6,Illness,Reported
India,Haryana,2006,Female,Illness (Cancer),0.0,0.0,Illness,Reported
India,Haryana,2006,Female,Illness (Insanity/Mental illness),20.0,3.7,Illness,Reported
India,Haryana,2006,Female,Illness (Other Prolonged Illness),46.0,10.1,Illness,Reported
India,Haryana,2006,Female,Illness (Paralysis),0.0,0.0,Illness,Reported
India,Haryana,2006,Female,Impotency/Infertility,3.0,0.1,Various,Reported
India,Haryana,2006,Female,Love Affairs,15.0,2.3,Various,Reported
India,Haryana,2006,Female,Marriage Related Issues (Divorce),0.0,0.0,Marriage,Reported
India,Haryana,2006,Female,Marriage Related Issues (Dowry Related Issues),7.0,0.3,Marriage,Reported
India,Haryana,2006,Female,Marriage Related Issues (Non-Settlement of Marriage),1.0,0.3,Marriage,Reported
India,Haryana,2006,Female,Other Causes,151.0,25.6,Various,Reported
India,Haryana,2006,Female,"Physical Abuse (Rape, etc.)",1.0,0.0,Various,Reported
India,Haryana,2006,Female,Poverty,10.0,2.2,Various,Reported
India,Haryana,2006,Female,Professional/Career Problem,1.0,1.7,Various,Reported
India,Haryana,2006,Female,Property Dispute,28.0,5.4,Various,Reported
India,Haryana,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),3.0,0.5,Various,Reported
India,Haryana,2006,Female,Unemployment,2.0,3.6,Various,Reported
India,Haryana,2006,Male,Bankruptcy or Indebtedness,5.0,0.3,Various,Reported
India,Haryana,2006,Male,Causes Not Known,366.0,19.6,Various,Reported
India,Haryana,2006,Male,Death of Dear Person,4.0,0.5,Various,Reported
India,Haryana,2006,Male,Drug Abuse/Alcoholic Addiction,41.0,1.8,Various,Reported
India,Haryana,2006,Male,Failure in Examination,31.0,2.0,Various,Reported
India,Haryana,2006,Male,Fall in Social Reputation,5.0,0.2,Various,Reported
India,Haryana,2006,Male,Family Problems,294.0,18.9,Various,Reported
India,Haryana,2006,Male,Ideological Causes/Hero Worshipping,1.0,0.1,Various,Reported
India,Haryana,2006,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.0,Various,Reported
India,Haryana,2006,Male,Illness (AIDS/STD),11.0,0.6,Illness,Reported
India,Haryana,2006,Male,Illness (Cancer),1.0,0.0,Illness,Reported
India,Haryana,2006,Male,Illness (Insanity/Mental illness),66.0,3.7,Illness,Reported
India,Haryana,2006,Male,Illness (Other Prolonged Illness),189.0,10.1,Illness,Reported
India,Haryana,2006,Male,Illness (Paralysis),0.0,0.0,Illness,Reported
India,Haryana,2006,Male,Impotency/Infertility,0.0,0.1,Various,Reported
India,Haryana,2006,Male,Love Affairs,39.0,2.3,Various,Reported
India,Haryana,2006,Male,Marriage Related Issues (Divorce),0.0,0.0,Marriage,Reported
India,Haryana,2006,Male,Marriage Related Issues (Dowry Related Issues),0.0,0.3,Marriage,Reported
India,Haryana,2006,Male,Marriage Related Issues (Non-Settlement of Marriage),6.0,0.3,Marriage,Reported
India,Haryana,2006,Male,Other Causes,443.0,25.6,Various,Reported
India,Haryana,2006,Male,"Physical Abuse (Rape, etc.)",0.0,0.0,Various,Reported
India,Haryana,2006,Male,Poverty,40.0,2.2,Various,Reported
India,Haryana,2006,Male,Professional/Career Problem,38.0,1.7,Various,Reported
India,Haryana,2006,Male,Property Dispute,96.0,5.4,Various,Reported
India,Haryana,2006,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),9.0,0.5,Various,Reported
India,Haryana,2006,Male,Unemployment,81.0,3.6,Various,Reported
India,Himachal Pradesh,2006,Female,Bankruptcy or Indebtedness,0.0,0.4,Various,Reported
India,Himachal Pradesh,2006,Female,Causes Not Known,26.0,15.1,Various,Reported
India,Himachal Pradesh,2006,Female,Death of Dear Person,1.0,0.2,Various,Reported
India,Himachal Pradesh,2006,Female,Drug Abuse/Alcoholic Addiction,2.0,2.8,Various,Reported
India,Himachal Pradesh,2006,Female,Failure in Examination,4.0,2.2,Various,Reported
India,Himachal Pradesh,2006,Female,Fall in Social Reputation,0.0,0.7,Various,Reported
India,Himachal Pradesh,2006,Female,Family Problems,46.0,27.8,Various,Reported
India,Himachal Pradesh,2006,Female,Ideological Causes/Hero Worshipping,0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Female,Illness (AIDS/STD),0.0,0.0,Illness,Reported
India,Himachal Pradesh,2006,Female,Illness (Cancer),0.0,0.0,Illness,Reported
India,Himachal Pradesh,2006,Female,Illness (Insanity/Mental illness),9.0,8.3,Illness,Reported
India,Himachal Pradesh,2006,Female,Illness (Other Prolonged Illness),18.0,13.1,Illness,Reported
India,Himachal Pradesh,2006,Female,Illness (Paralysis),2.0,1.1,Illness,Reported
India,Himachal Pradesh,2006,Female,Impotency/Infertility,0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Female,Love Affairs,10.0,4.4,Various,Reported
India,Himachal Pradesh,2006,Female,Marriage Related Issues (Divorce),0.0,0.0,Marriage,Reported
India,Himachal Pradesh,2006,Female,Marriage Related Issues (Dowry Related Issues),6.0,1.3,Marriage,Reported
India,Himachal Pradesh,2006,Female,Marriage Related Issues (Non-Settlement of Marriage),4.0,1.8,Marriage,Reported
India,Himachal Pradesh,2006,Female,Other Causes,23.0,17.3,Various,Reported
India,Himachal Pradesh,2006,Female,"Physical Abuse (Rape, etc.)",0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Female,Poverty,0.0,0.9,Various,Reported
India,Himachal Pradesh,2006,Female,Professional/Career Problem,0.0,0.2,Various,Reported
India,Himachal Pradesh,2006,Female,Property Dispute,0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),3.0,1.1,Various,Reported
India,Himachal Pradesh,2006,Female,Unemployment,2.0,1.3,Various,Reported
India,Himachal Pradesh,2006,Male,Bankruptcy or Indebtedness,2.0,0.4,Various,Reported
India,Himachal Pradesh,2006,Male,Causes Not Known,43.0,15.1,Various,Reported
India,Himachal Pradesh,2006,Male,Death of Dear Person,0.0,0.2,Various,Reported
India,Himachal Pradesh,2006,Male,Drug Abuse/Alcoholic Addiction,11.0,2.8,Various,Reported
India,Himachal Pradesh,2006,Male,Failure in Examination,6.0,2.2,Various,Reported
India,Himachal Pradesh,2006,Male,Fall in Social Reputation,3.0,0.7,Various,Reported
India,Himachal Pradesh,2006,Male,Family Problems,81.0,27.8,Various,Reported
India,Himachal Pradesh,2006,Male,Ideological Causes/Hero Worshipping,0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Male,Illness (AIDS/STD),0.0,0.0,Illness,Reported
India,Himachal Pradesh,2006,Male,Illness (Cancer),0.0,0.0,Illness,Reported
India,Himachal Pradesh,2006,Male,Illness (Insanity/Mental illness),29.0,8.3,Illness,Reported
India,Himachal Pradesh,2006,Male,Illness (Other Prolonged Illness),42.0,13.1,Illness,Reported
India,Himachal Pradesh,2006,Male,Illness (Paralysis),3.0,1.1,Illness,Reported
India,Himachal Pradesh,2006,Male,Impotency/Infertility,0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Male,Love Affairs,10.0,4.4,Various,Reported
India,Himachal Pradesh,2006,Male,Marriage Related Issues (Divorce),0.0,0.0,Marriage,Reported
India,Himachal Pradesh,2006,Male,Marriage Related Issues (Dowry Related Issues),0.0,1.3,Marriage,Reported
India,Himachal Pradesh,2006,Male,Marriage Related Issues (Non-Settlement of Marriage),4.0,1.8,Marriage,Reported
India,Himachal Pradesh,2006,Male,Other Causes,56.0,17.3,Various,Reported
India,Himachal Pradesh,2006,Male,"Physical Abuse (Rape, etc.)",0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Male,Poverty,4.0,0.9,Various,Reported
India,Himachal Pradesh,2006,Male,Professional/Career Problem,1.0,0.2,Various,Reported
India,Himachal Pradesh,2006,Male,Property Dispute,0.0,0.0,Various,Reported
India,Himachal Pradesh,2006,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),2.0,1.1,Various,Reported
India,Himachal Pradesh,2006,Male,Unemployment,4.0,1.3,Various,Reported
India,Jammu and Kashmir,2006,Female,Bankruptcy or Indebtedness,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Female,Causes Not Known,21.56174729834172,20.2,Various,Reported
India,Jammu and Kashmir,2006,Female,Death of Dear Person,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Female,Drug Abuse/Alcoholic Addiction,0.0,1.9,Various,Reported
India,Jammu and Kashmir,2006,Female,Failure in Examination,4.900397113259481,2.3,Various,Reported
India,Jammu and Kashmir,2006,Female,Fall in Social Reputation,0.0,0.4,Various,Reported
India,Jammu and Kashmir,2006,Female,Family Problems,15.68127076243034,13.4,Various,Reported
India,Jammu and Kashmir,2006,Female,Ideological Causes/Hero Worshipping,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.9800794226518962,0.4,Various,Reported
India,Jammu and Kashmir,2006,Female,Illness (AIDS/STD),0.0,0.8,Illness,Reported
India,Jammu and Kashmir,2006,Female,Illness (Cancer),0.9800794226518962,2.3,Illness,Reported
India,Jammu and Kashmir,2006,Female,Illness (Insanity/Mental illness),0.0,0.8,Illness,Reported
India,Jammu and Kashmir,2006,Female,Illness (Other Prolonged Illness),6.860555958563274,7.3,Illness,Reported
India,Jammu and Kashmir,2006,Female,Illness (Paralysis),0.0,0.8,Illness,Reported
India,Jammu and Kashmir,2006,Female,Impotency/Infertility,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Female,Love Affairs,2.9402382679556887,2.3,Various,Reported
India,Jammu and Kashmir,2006,Female,Marriage Related Issues (Divorce),0.9800794226518962,0.8,Marriage,Reported
India,Jammu and Kashmir,2006,Female,Marriage Related Issues (Dowry Related Issues),6.860555958563274,3.4,Marriage,Reported
India,Jammu and Kashmir,2006,Female,Marriage Related Issues (Non-Settlement of Marriage),1.9601588453037924,2.3,Marriage,Reported
India,Jammu and Kashmir,2006,Female,Other Causes,36.26293863812016,32.8,Various,Reported
India,Jammu and Kashmir,2006,Female,"Physical Abuse (Rape, etc.)",0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Female,Poverty,0.9800794226518962,0.4,Various,Reported
India,Jammu and Kashmir,2006,Female,Professional/Career Problem,0.0,0.4,Various,Reported
India,Jammu and Kashmir,2006,Female,Property Dispute,1.9601588453037924,1.9,Various,Reported
India,Jammu and Kashmir,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),2.9402382679556887,3.8,Various,Reported
India,Jammu and Kashmir,2006,Female,Unemployment,1.9601588453037924,1.5,Various,Reported
India,Jammu and Kashmir,2006,Male,Bankruptcy or Indebtedness,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Male,Causes Not Known,30.268147529666052,20.2,Various,Reported
India,Jammu and Kashmir,2006,Male,Death of Dear Person,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Male,Drug Abuse/Alcoholic Addiction,4.881959278978396,1.9,Various,Reported
India,Jammu and Kashmir,2006,Male,Failure in Examination,0.9763918557956792,2.3,Various,Reported
India,Jammu and Kashmir,2006,Male,Fall in Social Reputation,0.9763918557956792,0.4,Various,Reported
India,Jammu and Kashmir,2006,Male,Family Problems,18.551445260117905,13.4,Various,Reported
India,Jammu and Kashmir,2006,Male,Ideological Causes/Hero Worshipping,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.4,Various,Reported
India,Jammu and Kashmir,2006,Male,Illness (AIDS/STD),1.9527837115913584,0.8,Illness,Reported
India,Jammu and Kashmir,2006,Male,Illness (Cancer),4.881959278978396,2.3,Illness,Reported
India,Jammu and Kashmir,2006,Male,Illness (Insanity/Mental illness),1.9527837115913584,0.8,Illness,Reported
India,Jammu and Kashmir,2006,Male,Illness (Other Prolonged Illness),11.71670226954815,7.3,Illness,Reported
India,Jammu and Kashmir,2006,Male,Illness (Paralysis),1.9527837115913584,0.8,Illness,Reported
India,Jammu and Kashmir,2006,Male,Impotency/Infertility,0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Male,Love Affairs,2.9291755673870377,2.3,Various,Reported
India,Jammu and Kashmir,2006,Male,Marriage Related Issues (Divorce),0.9763918557956792,0.8,Marriage,Reported
India,Jammu and Kashmir,2006,Male,Marriage Related Issues (Dowry Related Issues),1.9527837115913584,3.4,Marriage,Reported
India,Jammu and Kashmir,2006,Male,Marriage Related Issues (Non-Settlement of Marriage),3.905567423182717,2.3,Marriage,Reported
India,Jammu and Kashmir,2006,Male,Other Causes,47.84320093398828,32.8,Various,Reported
India,Jammu and Kashmir,2006,Male,"Physical Abuse (Rape, etc.)",0.0,0.0,Various,Reported
India,Jammu and Kashmir,2006,Male,Poverty,0.0,0.4,Various,Reported
India,Jammu and Kashmir,2006,Male,Professional/Career Problem,0.9763918557956792,0.4,Various,Reported
India,Jammu and Kashmir,2006,Male,Property Dispute,2.9291755673870377,1.9,Various,Reported
India,Jammu and Kashmir,2006,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),6.8347429905697545,3.8,Various,Reported
India,Jammu and Kashmir,2006,Male,Unemployment,1.9527837115913584,1.5,Various,Reported
India,Jharkhand,2006,Female,Bankruptcy or Indebtedness,7.0,3.7,Various,Reported
India,Jharkhand,2006,Female,Causes Not Known,49.0,16.8,Various,Reported
India,Jharkhand,2006,Female,Death of Dear Person,1.0,0.1,Various,Reported
India,Jharkhand,2006,Female,Drug Abuse/Alcoholic Addiction,5.0,3.4,Various,Reported
India,Jharkhand,2006,Female,Failure in Examination,10.0,3.7,Various,Reported
India,Jharkhand,2006,Female,Fall in Social Reputation,9.0,3.3,Various,Reported
India,Jharkhand,2006,Female,Family Problems,56.0,14.6,Various,Reported
India,Jharkhand,2006,Female,Ideological Causes/Hero Worshipping,0.0,0.0,Various,Reported
India,Jharkhand,2006,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),1.0,0.1,Various,Reported
India,Jharkhand,2006,Female,Illness (AIDS/STD),0.0,0.0,Illness,Reported
India,Jharkhand,2006,Female,Illness (Cancer),1.0,0.1,Illness,Reported
India,Jharkhand,2006,Female,Illness (Insanity/Mental illness),11.0,5.8,Illness,Reported
India,Jharkhand,2006,Female,Illness (Other Prolonged Illness),4.0,1.5,Illness,Reported
India,Jharkhand,2006,Female,Illness (Paralysis),1.0,0.2,Illness,Reported
India,Jharkhand,2006,Female,Impotency/Infertility,3.0,0.4,Various,Reported
India,Jharkhand,2006,Female,Love Affairs,11.0,2.8,Various,Reported
India,Jharkhand,2006,Female,Marriage Related Issues (Divorce),1.0,0.1,Marriage,Reported
India,Jharkhand,2006,Female,Marriage Related Issues (Dowry Related Issues),8.0,0.9,Marriage,Reported
India,Jharkhand,2006,Female,Marriage Related Issues (Non-Settlement of Marriage),3.0,0.4,Marriage,Reported
India,Jharkhand,2006,Female,Other Causes,86.0,25.5,Various,Reported
India,Jharkhand,2006,Female,"Physical Abuse (Rape, etc.)",11.0,2.0,Various,Reported
India,Jharkhand,2006,Female,Poverty,4.0,1.8,Various,Reported
India,Jharkhand,2006,Female,Professional/Career Problem,0.0,1.3,Various,Reported
India,Jharkhand,2006,Female,Property Dispute,3.0,0.4,Various,Reported
India,Jharkhand,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),48.0,9.8,Various,Reported
India,Jharkhand,2006,Female,Unemployment,2.0,1.3,Various,Reported
India,Jharkhand,2006,Male,Bankruptcy or Indebtedness,25.0,3.7,Various,Reported
India,Jharkhand,2006,Male,Causes Not Known,95.0,16.8,Various,Reported
India,Jharkhand,2006,Male,Death of Dear Person,0.0,0.1,Various,Reported
India,Jharkhand,2006,Male,Drug Abuse/Alcoholic Addiction,24.0,3.4,Various,Reported
India,Jharkhand,2006,Male,Failure in Examination,22.0,3.7,Various,Reported
India,Jharkhand,2006,Male,Fall in Social Reputation,19.0,3.3,Various,Reported
India,Jharkhand,2006,Male,Family Problems,69.0,14.6,Various,Reported
India,Jharkhand,2006,Male,Ideological Causes/Hero Worshipping,0.0,0.0,Various,Reported
India,Jharkhand,2006,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.1,Various,Reported
India,Jharkhand,2006,Male,Illness (AIDS/STD),0.0,0.0,Illness,Reported
India,Jharkhand,2006,Male,Illness (Cancer),0.0,0.1,Illness,Reported
India,Jharkhand,2006,Male,Illness (Insanity/Mental illness),39.0,5.8,Illness,Reported
India,Jharkhand,2006,Male,Illness (Other Prolonged Illness),9.0,1.5,Illness,Reported
India,Jharkhand,2006,Male,Illness (Paralysis),1.0,0.2,Illness,Reported
India,Jharkhand,2006,Male,Impotency/Infertility,0.0,0.4,Various,Reported
India,Jharkhand,2006,Male,Love Affairs,13.0,2.8,Various,Reported
India,Jharkhand,2006,Male,Marriage Related Issues (Divorce),0.0,0.1,Marriage,Reported
India,Jharkhand,2006,Male,Marriage Related Issues (Dowry Related Issues),0.0,0.9,Marriage,Reported
India,Jharkhand,2006,Male,Marriage Related Issues (Non-Settlement of Marriage),0.0,0.4,Marriage,Reported
India,Jharkhand,2006,Male,Other Causes,132.0,25.5,Various,Reported
India,Jharkhand,2006,Male,"Physical Abuse (Rape, etc.)",6.0,2.0,Various,Reported
India,Jharkhand,2006,Male,Poverty,11.0,1.8,Various,Reported
India,Jharkhand,2006,Male,Professional/Career Problem,11.0,1.3,Various,Reported
India,Jharkhand,2006,Male,Property Dispute,0.0,0.4,Various,Reported
India,Jharkhand,2006,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),36.0,9.8,Various,Reported
India,Jharkhand,2006,Male,Unemployment,9.0,1.3,Various,Reported
India,Karnataka,2006,Female,Bankruptcy or Indebtedness,13.0,1.2,Various,Reported
India,Karnataka,2006,Female,Causes Not Known,644.0,20.0,Various,Reported
India,Karnataka,2006,Female,Death of Dear Person,26.0,0.5,Various,Reported
India,Karnataka,2006,Female,Drug Abuse/Alcoholic Addiction,7.0,0.6,Various,Reported
India,Karnataka,2006,Female,Failure in Examination,75.0,1.2,Various,Reported
India,Karnataka,2006,Female,Fall in Social Reputation,0.0,0.1,Various,Reported
India,Karnataka,2006,Female,Family Problems,637.0,14.1,Various,Reported
India,Karnataka,2006,Female,Ideological Causes/Hero Worshipping,3.0,0.1,Various,Reported
India,Karnataka,2006,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),2.0,0.0,Various,Reported
India,Karnataka,2006,Female,Illness (AIDS/STD),17.0,0.5,Illness,Reported
India,Karnataka,2006,Female,Illness (Cancer),16.0,0.4,Illness,Reported
India,Karnataka,2006,Female,Illness (Insanity/Mental illness),189.0,4.3,Illness,Reported
India,Karnataka,2006,Female,Illness (Other Prolonged Illness),1055.0,22.5,Illness,Reported
India,Karnataka,2006,Female,Illness (Paralysis),8.0,0.3,Illness,Reported
India,Karnataka,2006,Female,Impotency/Infertility,43.0,0.5,Various,Reported
India,Karnataka,2006,Female,Love Affairs,49.0,0.8,Various,Reported
India,Karnataka,2006,Female,Marriage Related Issues (Divorce),4.0,0.0,Marriage,Reported
India,Karnataka,2006,Female,Marriage Related Issues (Dowry Related Issues),33.0,0.4,Marriage,Reported
India,Karnataka,2006,Female,Marriage Related Issues (Non-Settlement of Marriage),25.0,0.3,Marriage,Reported
India,Karnataka,2006,Female,Other Causes,1142.0,27.1,Various,Reported
India,Karnataka,2006,Female,"Physical Abuse (Rape, etc.)",0.0,0.0,Various,Reported
India,Karnataka,2006,Female,Poverty,121.0,2.8,Various,Reported
India,Karnataka,2006,Female,Professional/Career Problem,10.0,0.4,Various,Reported
India,Karnataka,2006,Female,Property Dispute,10.0,0.2,Various,Reported
India,Karnataka,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),7.0,0.2,Various,Reported
India,Karnataka,2006,Female,Unemployment,28.0,1.2,Various,Reported
India,Karnataka,2006,Male,Bankruptcy or Indebtedness,135.0,1.2,Various,Reported
India,Karnataka,2006,Male,Causes Not Known,1799.0,20.0,Various,Reported
India,Karnataka,2006,Male,Death of Dear Person,34.0,0.5,Various,Reported
India,Karnataka,2006,Male,Drug Abuse/Alcoholic Addiction,68.0,0.6,Various,Reported
India,Karnataka,2006,Male,Failure in Examination,70.0,1.2,Various,Reported
India,Karnataka,2006,Male,Fall in Social Reputation,7.0,0.1,Various,Reported
India,Karnataka,2006,Male,Family Problems,1090.0,14.1,Various,Reported
India,Karnataka,2006,Male,Ideological Causes/Hero Worshipping,9.0,0.1,Various,Reported
India,Karnataka,2006,Male,Illegitimate Pregnancy (Other than Extra Marital Affairs),0.0,0.0,Various,Reported
India,Karnataka,2006,Male,Illness (AIDS/STD),38.0,0.5,Illness,Reported
India,Karnataka,2006,Male,Illness (Cancer),38.0,0.4,Illness,Reported
India,Karnataka,2006,Male,Illness (Insanity/Mental illness),339.0,4.3,Illness,Reported
India,Karnataka,2006,Male,Illness (Other Prolonged Illness),1698.0,22.5,Illness,Reported
India,Karnataka,2006,Male,Illness (Paralysis),32.0,0.3,Illness,Reported
India,Karnataka,2006,Male,Impotency/Infertility,23.0,0.5,Various,Reported
India,Karnataka,2006,Male,Love Affairs,52.0,0.8,Various,Reported
India,Karnataka,2006,Male,Marriage Related Issues (Divorce),1.0,0.0,Marriage,Reported
India,Karnataka,2006,Male,Marriage Related Issues (Dowry Related Issues),12.0,0.4,Marriage,Reported
India,Karnataka,2006,Male,Marriage Related Issues (Non-Settlement of Marriage),15.0,0.3,Marriage,Reported
India,Karnataka,2006,Male,Other Causes,2173.0,27.1,Various,Reported
India,Karnataka,2006,Male,"Physical Abuse (Rape, etc.)",4.0,0.0,Various,Reported
India,Karnataka,2006,Male,Poverty,218.0,2.8,Various,Reported
India,Karnataka,2006,Male,Professional/Career Problem,44.0,0.4,Various,Reported
India,Karnataka,2006,Male,Property Dispute,18.0,0.2,Various,Reported
India,Karnataka,2006,Male,Suspected/ Illicit Relation (Other than Extra Marital Affairs),18.0,0.2,Various,Reported
India,Karnataka,2006,Male,Unemployment,113.0,1.2,Various,Reported
India,Kerala,2006,Female,Bankruptcy or Indebtedness,84.0,8.3,Various,Reported
India,Kerala,2006,Female,Causes Not Known,144.0,6.8,Various,Reported
India,Kerala,2006,Female,Death of Dear Person,26.0,0.8,Various,Reported
India,Kerala,2006,Female,Drug Abuse/Alcoholic Addiction,6.0,1.3,Various,Reported
India,Kerala,2006,Female,Failure in Examination,38.0,0.7,Various,Reported
India,Kerala,2006,Female,Fall in Social Reputation,26.0,0.9,Various,Reported
India,Kerala,2006,Female,Family Problems,951.0,37.9,Various,Reported
India,Kerala,2006,Female,Ideological Causes/Hero Worshipping,1.0,0.0,Various,Reported
India,Kerala,2006,Female,Illegitimate Pregnancy (Other than Extra Marital Affairs),2.0,0.0,Various,Reported
India,Kerala,2006,Female,Illness (AIDS/STD),0.0,0.0,Illness,Reported
India,Kerala,2006,Female,Illness (Cancer),13.0,0.7,Illness,Reported
India,Kerala,2006,Female,Illness (Insanity/Mental illness),489.0,16.7,Illness,Reported
India,Kerala,2006,Female,Illness (Other Prolonged Illness),377.0,14.2,Illness,Reported
India,Kerala,2006,Female,Illness (Paralysis),3.0,0.1,Illness,Reported
India,Kerala,2006,Female,Impotency/Infertility,11.0,0.3,Various,Reported
India,Kerala,2006,Female,Love Affairs,34.0,0.8,Various,Reported
India,Kerala,2006,Female,Marriage Related Issues (Divorce),3.0,0.3,Marriage,Reported
India,Kerala,2006,Female,Marriage Related Issues (Dowry Related Issues),18.0,0.2,Marriage,Reported
India,Kerala,2006,Female,Marriage Related Issues (Non-Settlement of Marriage),21.0,0.3,Marriage,Reported
India,Kerala,2006,Female,Other Causes,166.0,8.0,Various,Reported
India,Kerala,2006,Female,"Physical Abuse (Rape, etc.)",4.0,0.1,Various,Reported
India,Kerala,2006,Female,Poverty,0.0,0.0,Various,Reported
India,Kerala,2006,Female,Professional/Career Problem,3.0,0.2,Various,Reported
India,Kerala,2006,Female,Property Dispute,1.0,0.1,Various,Reported
India,Kerala,2006,Female,Suspected/ Illicit Relation (Other than Extra Marital Affairs),10.0,0.2,Various,Reported
